605466292,7,A,0,17228,7,A,-1,10924,7,A,1,6692,7,A,1,7981,7,A,undefined,5610,3,B,-3,19667,3,B,-4,8757,3,B,3,8168,3,B,-3,9008,6,C,-4,12852,6,C,-5,4556,6,C,4,6200,6,C,-5,8136,1,D,0,24609,1,D,-1,4766,1,D,1,4845,1,D,-2,6372,7,A,-2,13444,3,B,-3,10264,6,C,-2,7414,1,D,-2,5167,m,34,White,2,2,3,2
776853906,2,C,1,9447,2,C,-3,10421,2,C,2,5509,2,C,-1,9071,2,C,undefined,3991,6,A,-2,5313,6,A,-4,6173,6,A,3,7599,6,A,-2,5414,7,B,1,9405,7,B,-1,4215,7,B,2,5183,7,B,-1,5519,4,D,-1,6694,4,D,-2,3393,4,D,2,7510,4,D,-2,4848,2,C,1,7535,6,A,3,2549,7,B,2,4591,4,D,1,4088,f,34,white,1,1,1,1
472137105,5,D,-3,6256,5,D,-3,6524,5,D,3,11415,5,D,-4,13680,5,D,undefined,3855,2,B,-1,5951,2,B,-1,9040,2,B,-1,4512,2,B,-4,6760,4,C,0,5583,4,C,0,5343,4,C,0,4095,4,C,-1,4952,7,A,1,5400,7,A,0,5903,7,A,0,3512,7,A,-1,3927,5,D,2,5744,2,B,3,3168,4,C,1,3272,7,A,3,4392,m,56,hispanic,0,1,2,1
443580190,2,C,-2,14112,2,C,-2,6911,2,C,-1,7893,2,C,-5,6936,2,C,undefined,8250,1,B,2,12914,1,B,0,8315,1,B,1,9160,1,B,-5,5344,5,D,1,12466,5,D,1,2857,5,D,-2,17971,5,D,-5,4168,4,A,-1,8386,4,A,-3,5728,4,A,3,8817,4,A,-5,4345,2,C,-5,6902,1,B,1,10652,5,D,-1,3145,4,A,-3,4506,f,32,Korean/White,5,3,4,6
284905079,1,A,3,5499,1,A,undefined,6907,1,A,1,4296,1,A,-2,5552,1,A,undefined,3551,3,C,-2,5750,3,C,-2,4497,3,C,2,4278,3,C,-4,4119,8,D,0,14447,8,D,1,3718,8,D,-1,3263,8,D,-3,2655,5,B,-3,4934,5,B,-1,2767,5,B,3,3630,5,B,-4,2686,1,A,-4,3799,3,C,-4,2736,8,D,-4,2035,5,B,-4,1945,f,33,Caucasian,10,5,4,3
305375026,0,C,-3,9276,0,C,-4,7977,0,C,2,7378,0,C,-4,8023,0,C,undefined,8922,8,A,2,7269,8,A,1,8500,8,A,1,9842,8,A,-3,5054,5,D,-2,10770,5,D,-4,7438,5,D,2,5468,5,D,-4,3808,6,B,-2,26683,6,B,-3,4886,6,B,3,5687,6,B,-4,4193,0,C,0,7115,8,A,0,3313,5,D,0,3767,6,B,0,3659,f,34,White,8,5,4,3
528148617,1,C,-3,21783,1,C,-5,7486,1,C,4,14464,1,C,-3,6560,1,C,undefined,8640,4,A,-1,24071,4,A,-5,7935,4,A,3,8208,4,A,-3,6886,8,D,1,13175,8,D,-4,5871,8,D,3,7271,8,D,-1,4448,5,B,-5,8118,5,B,-5,5040,5,B,5,5464,5,B,-5,3665,1,C,4,10255,4,A,4,6623,8,D,4,2872,5,B,4,9214,f,37,white,9,2,5,2
148383953,4,D,-1,16809,4,D,3,15414,4,D,3,12817,4,D,-3,6229,4,D,undefined,7615,2,B,1,12570,2,B,4,5815,2,B,1,4899,2,B,1,5132,7,C,4,8277,7,C,4,5740,7,C,1,5504,7,C,2,7579,1,A,4,5613,1,A,4,8501,1,A,1,8779,1,A,1,6500,4,D,-4,5575,2,B,-4,4899,7,C,2,3950,1,A,2,2786,f,31,White,2,6,2,4
921299663,2,D,0,9752,2,D,-2,6540,2,D,1,7162,2,D,-2,5617,2,D,undefined,3740,1,C,2,4655,1,C,-1,6580,1,C,1,6499,1,C,-1,5792,0,A,-4,4092,0,A,-5,3548,0,A,1,4669,0,A,-3,4055,3,B,-2,5849,3,B,-1,3061,3,B,1,3974,3,B,-2,5409,2,D,-5,4793,1,C,-5,2814,0,A,-5,2561,3,B,-5,2742,f,52,white,1,1,4,1
298535413,2,A,2,6455,2,A,-4,6102,2,A,2,6386,2,A,-2,5026,2,A,undefined,2618,3,C,-5,5549,3,C,-5,2877,3,C,undefined,5445,3,C,-5,5770,8,B,0,4964,8,B,0,5404,8,B,0,3875,8,B,0,3119,7,D,2,5727,7,D,0,4636,7,D,2,7359,7,D,0,2901,2,A,1,3092,3,C,-2,4018,8,B,1,1886,7,D,0,5500,m,28,White,1,1,2,7
444403637,2,B,-2,9412,2,B,-3,7735,2,B,3,7734,2,B,-4,7712,2,B,undefined,3240,8,A,-1,5823,8,A,-2,7535,8,A,4,5753,8,A,-4,7423,3,C,-1,5733,3,C,-3,3111,3,C,4,4487,3,C,-3,4784,6,D,-1,10401,6,D,-4,2455,6,D,3,2791,6,D,-3,4968,2,B,5,5024,8,A,5,3031,3,C,3,2912,6,D,3,2504,f,36,Caucasian,5,4,4,1
347658547,3,D,-1,22176,3,D,-3,12581,3,D,-2,9061,3,D,-5,11079,3,D,undefined,6824,5,B,-1,12718,5,B,-1,9416,5,B,-1,5135,5,B,-1,9128,4,A,2,7631,4,A,1,7344,4,A,1,12734,4,A,1,10176,1,C,3,7510,1,C,3,9920,1,C,-3,9814,1,C,1,6087,3,D,-4,7335,5,B,undefined,4816,4,A,1,7591,1,C,3,2879,f,46,white,10,3,2,4
710695287,0,C,-2,22354,0,C,-4,9739,0,C,2,9641,0,C,-3,9625,0,C,undefined,4242,3,B,-1,18525,3,B,-4,7975,3,B,3,7353,3,B,-3,6480,5,D,0,12454,5,D,-2,3794,5,D,2,3236,5,D,-2,2081,2,A,0,5449,2,A,-2,2602,2,A,2,3904,2,A,-2,8137,0,C,-3,4718,3,B,-2,3914,5,D,-1,3710,2,A,0,2320,m,27,white,8,4,4,2
368474996,0,A,1,12019,0,A,2,11757,0,A,2,14265,0,A,-5,8125,0,A,undefined,11946,6,D,1,8873,6,D,1,9512,6,D,-1,8744,6,D,-3,6530,4,C,3,7379,4,C,3,9622,4,C,1,8301,4,C,-3,4856,2,B,3,13020,2,B,2,6266,2,B,-2,7898,2,B,-3,7745,0,A,4,8542,6,D,4,4400,4,C,4,2547,2,B,4,2432,f,31,Mixed race,3,2,4,4
131772768,7,A,3,8023,7,A,3,10979,7,A,-3,6697,7,A,-1,6734,7,A,undefined,3922,5,C,2,9186,5,C,1,5061,5,C,2,10085,5,C,-1,6741,3,B,-3,12254,3,B,-3,5401,3,B,-3,5661,3,B,-5,5967,8,D,1,6579,8,D,0,4146,8,D,1,5888,8,D,-2,4236,7,A,3,5073,5,C,2,2436,3,B,-2,3040,8,D,-2,1543,m,37,Asian,1,2,2,4
968691524,1,C,0,5447,1,C,0,1938,1,C,0,1963,1,C,0,2036,1,C,undefined,2312,6,D,0,2261,6,D,0,1737,6,D,0,2347,6,D,0,2263,8,B,0,3401,8,B,0,3052,8,B,0,2085,8,B,0,1989,4,A,0,2333,4,A,0,2310,4,A,0,2097,4,A,0,2060,1,C,0,2645,6,D,0,2337,8,B,0,2313,4,A,0,1878,m,28,White,3,1,4,4
350783543,8,B,-5,6749,8,B,-5,8807,8,B,5,4050,8,B,-5,6374,8,B,undefined,5038,7,D,0,5965,7,D,-1,2904,7,D,1,6712,7,D,-1,3311,4,A,1,5237,4,A,1,2928,4,A,2,3313,4,A,-2,2512,2,C,2,5377,2,C,2,2739,2,C,2,3673,2,C,-2,2354,8,B,5,4280,7,D,5,2362,4,A,5,2056,2,C,5,2780,f,22,black,10,6,4,4
937864017,6,C,-3,38421,6,C,-4,16171,6,C,3,12406,6,C,-3,17671,6,C,undefined,8545,2,B,4,26177,2,B,3,6763,2,B,0,10306,2,B,3,7472,4,A,1,43054,4,A,0,8385,4,A,0,15027,4,A,0,8824,8,D,0,21495,8,D,0,4990,8,D,2,7052,8,D,0,5829,6,C,-4,11425,2,B,1,10244,4,A,-1,5661,8,D,-4,20338,m,64,white,3,2,3,4
705766082,4,C,0,12658,4,C,-5,16657,4,C,3,9302,4,C,-5,8580,4,C,undefined,5146,3,B,-5,9682,3,B,-5,11691,3,B,4,7519,3,B,-5,6092,8,A,-3,7129,8,A,-5,5851,8,A,4,7786,8,A,-3,5449,7,D,0,8796,7,D,-5,6711,7,D,-4,7454,7,D,-4,6834,4,C,2,6839,3,B,4,4503,8,A,4,4432,7,D,3,5582,f,63,white,1,2,2,4
548041971,1,B,3,19877,1,B,0,14536,1,B,2,7302,1,B,0,228445,1,B,undefined,39212,5,A,-2,12174,5,A,-1,5506,5,A,3,4178,5,A,0,39724,4,D,0,7038,4,D,0,7015,4,D,2,67613,4,D,0,3748,7,C,0,7208,7,C,0,158687,7,C,1,10913,7,C,0,6304,1,B,5,4563,5,A,5,2546,4,D,5,5811,7,C,5,2398,f,33,white,4,3,2,7
705735624,2,B,1,22597,2,B,-4,9317,2,B,4,6783,2,B,-5,9039,2,B,undefined,2711,0,A,-3,6911,0,A,-5,4111,0,A,5,9350,0,A,-5,6552,3,D,-4,14486,3,D,-5,3943,3,D,4,8399,3,D,-5,5479,5,C,3,12918,5,C,-4,5229,5,C,2,7047,5,C,-5,4023,2,B,-5,18679,0,A,-5,4359,3,D,-5,6110,5,C,-3,6623,f,68,white,1,1,2,6
507113607,6,C,-1,129319,6,C,-5,18618,6,C,3,17038,6,C,-5,11900,6,C,undefined,6872,3,B,1,29777,3,B,0,18686,3,B,1,8277,3,B,-5,9618,1,A,5,11127,1,A,3,14033,1,A,-1,24555,1,A,-5,6727,0,D,-3,32762,0,D,-3,14126,0,D,2,9368,0,D,-5,6258,6,C,5,15553,3,B,5,11160,1,A,5,7202,0,D,5,6618,f,58,Native American or Alaska Native,1,2,2,4
423883621,0,C,-2,7851,0,C,-5,11710,0,C,4,9722,0,C,-1,9036,0,C,undefined,4178,2,B,undefined,9576,2,B,0,6799,2,B,-1,20323,2,B,1,6360,8,A,2,5798,8,A,0,10051,8,A,0,7450,8,A,-3,5315,7,D,0,8874,7,D,-1,5346,7,D,-1,6347,7,D,1,6649,0,C,-3,14267,2,B,-3,5963,8,A,3,3460,7,D,-3,3997,f,30,white,2,2,2,2
755873530,0,D,-3,9143,0,D,-3,8729,0,D,-4,4530,0,D,-4,8301,0,D,undefined,7290,5,A,-2,23647,5,A,-2,4194,5,A,-4,9224,5,A,-2,2925,3,C,-2,8398,3,C,-2,3124,3,C,-2,7505,3,C,-3,3794,4,B,-2,6035,4,B,-3,2891,4,B,-4,3055,4,B,-3,2244,0,D,-5,5540,5,A,-4,2860,3,C,-3,2165,4,B,-4,4036,f,20,White,11,3,2,3
172770978,4,C,-2,6180,4,C,-5,5728,4,C,3,5085,4,C,-3,4954,4,C,undefined,2717,6,B,-5,6477,6,B,-5,3147,6,B,4,3453,6,B,-5,4209,7,D,-1,6844,7,D,1,4392,7,D,2,3648,7,D,1,2461,2,A,3,4273,2,A,4,2249,2,A,-1,3523,2,A,-2,2225,4,C,5,6064,6,B,-4,2670,7,D,2,2022,2,A,4,2548,m,27,White,8,2,2,6
